Customer_ID,Customer_Name,Join_Date,Last_Purchase_Date,Region,Product_Category,Total_Spend,Orders_Count,Subscription_Type,Churn_Status
CUST100119,Customer_120,2023-02-11,2025-10-26,North,Electronics,3776.08,1,Basic,No
CUST100120,Customer_121,2022-10-14,2026-02-11,West,Sports,10261.62,6,Basic,No
CUST100121,Customer_122,2024-07-05,2025-12-02,North,Fashion,108533.35,29,Premium,Yes
CUST100122,Customer_123,2023-05-07,2025-12-26,South,Fashion,17905.37,21,Basic,No
CUST100123,Customer_124,2024-10-29,2028-07-12,East,Electronics,14332.69,10,Premium,No
CUST100124,Customer_125,2025-03-01,2027-09-11,North,Sports,14034.93,6,Premium,No
CUST100125,Customer_126,2025-01-05,2027-11-20,West,Fashion,5637.85,2,Basic,No
CUST100126,Customer_127,2024-01-08,2026-03-06,South,Beauty,14617.96,7,Standard,No
CUST100127,Customer_128,2022-05-11,2026-01-15,North,Home,52374,17,Basic,No
CUST100128,Customer_129,2024-09-23,2026-12-04,West,Home,53032.44,27,Basic,No
CUST100129,Customer_130,2025-01-18,2027-11-13,West,Fashion,85271.41,24,Standard,No
CUST100130,Customer_131,2023-05-13,2023-10-14,West,Sports,39206.04,14,Standard,Yes
CUST100131,Customer_132,2023-09-14,2026-06-13,North,Fashion,84478.81,23,Basic,No
CUST100132,Customer_133,2024-06-07,2024-09-27,North,Sports,17075.84,7,Premium,Yes
CUST100133,Customer_134,2022-12-20,2023-10-12,North,Beauty,97773.51,22,Basic,Yes
CUST100134,Customer_135,2022-09-28,2025-10-02,East,Sports,57709.53,26,Standard,No
CUST100135,Customer_136,2023-03-08,2026-02-25,North,Fashion,39618.63,21,Standard,No
CUST100136,Customer_137,2024-01-09,2028-01-22,North,Beauty,27061.94,9,Basic,No
CUST100137,Customer_138,2023-04-17,2026-03-12,North,Electronics,53034.24,19,Premium,No
CUST100138,Customer_139,2023-05-23,2025-06-17,East,Home,84943.24,30,Standard,No
CUST100139,Customer_140,2022-02-24,2026-04-02,North,Fashion,102064.64,25,Standard,No
CUST100140,Customer_141,2022-02-06,2025-01-17,West,Fashion,66122.39,21,Standard,No
CUST100141,Customer_142,2024-06-18,2026-11-21,North,Fashion,107608.67,24,Basic,No
CUST100142,Customer_143,2022-02-24,2023-07-17,West,Beauty,36145.3,11,Basic,Yes
CUST100143,Customer_144,2023-06-08,2027-03-24,West,Electronics,1792.97,3,Standard,No
CUST100144,Customer_145,2024-07-03,2027-05-05,West,Sports,101585.73,23,Premium,No
CUST100145,Customer_146,2023-04-08,2025-02-12,East,Electronics,111254.79,26,Premium,Yes
CUST100146,Customer_147,2023-11-28,2026-01-29,East,Beauty,2879.3,4,Basic,No
CUST100147,Customer_148,2023-12-17,2027-03-17,East,Fashion,5318.9,5,Basic,No
CUST100148,Customer_149,2024-10-27,2027-10-29,North,Home,12014.41,4,Basic,No
CUST100149,Customer_150,2024-01-02,2027-05-06,West,Fashion,9006.88,13,Basic,No
CUST100150,Customer_151,2024-09-15,2028-01-18,East,Sports,21152.3,9,Standard,No
CUST100151,Customer_152,2022-07-31,2024-10-20,East,Home,136895.44,28,Standard,No
CUST100152,Customer_153,2025-01-03,2025-06-03,North,Fashion,29382.33,23,Basic,Yes
CUST100153,Customer_154,2024-01-24,2027-01-13,East,Home,19984.04,14,Standard,No
CUST100154,Customer_155,2025-02-11,2028-09-22,North,Electronics,56697.08,16,Standard,No
CUST100155,Customer_156,2025-03-20,2028-01-25,South,Beauty,15353.84,22,Basic,No
CUST100156,Customer_157,2023-03-12,2027-04-03,East,Fashion,25158.53,6,Standard,No
CUST100157,Customer_158,2022-03-25,2023-07-30,South,Sports,37682.29,27,Basic,Yes
CUST100158,Customer_159,2024-02-18,2027-12-28,North,Electronics,28919.94,10,Standard,No
CUST100159,Customer_160,2024-04-13,2025-05-29,West,Fashion,37246.99,23,Premium,Yes
CUST100160,Customer_161,2023-04-06,2026-11-25,East,Electronics,72764.34,21,Standard,No
CUST100161,Customer_162,2022-06-26,2022-12-28,North,Sports,81704.28,26,Premium,Yes
CUST100162,Customer_163,2022-11-08,2025-02-12,West,Fashion,61866.72,13,Basic,No
CUST100163,Customer_164,2025-03-28,2025-06-08,West,Sports,75156.1,30,Standard,Yes
CUST100164,Customer_165,2022-07-05,2025-12-30,South,Home,13310.87,3,Standard,No
CUST100165,Customer_166,2022-09-03,2025-08-18,North,Sports,83462.35,27,Standard,No
CUST100166,Customer_167,2024-10-13,2028-06-30,West,Home,50765.9,11,Premium,No
CUST100167,Customer_168,2023-01-19,2025-09-19,East,Fashion,5439.6,3,Standard,No
CUST100168,Customer_169,2024-12-01,2027-11-24,East,Home,20817.47,7,Standard,No
CUST100169,Customer_170,2022-10-12,2024-10-03,South,Fashion,60888.6,27,Basic,No
CUST100170,Customer_171,2024-09-06,2028-10-01,West,Fashion,23896.14,30,Basic,No
CUST100171,Customer_172,2024-09-14,2027-09-02,North,Beauty,30841.96,10,Standard,No
CUST100172,Customer_173,2022-10-27,2025-02-01,East,Fashion,4074.03,1,Standard,No
CUST100173,Customer_174,2024-06-19,2027-07-04,West,Home,12011.67,4,Premium,No
CUST100174,Customer_175,2024-05-23,2027-01-28,West,Beauty,45683.03,26,Basic,No
CUST100175,Customer_176,2023-05-01,2025-09-28,South,Beauty,50616.92,30,Basic,No
CUST100176,Customer_177,2023-03-12,2023-11-24,East,Fashion,12562.19,8,Standard,Yes
CUST100177,Customer_178,2024-03-16,2028-03-17,East,Sports,98166.85,20,Premium,No
CUST100178,Customer_179,2022-06-30,2024-08-18,North,Sports,39040.29,17,Premium,No
CUST100179,Customer_180,2024-06-01,2027-12-10,East,Beauty,9629.57,5,Basic,No
CUST100180,Customer_181,2024-05-26,2027-01-31,North,Fashion,40512.81,17,Basic,No
CUST100181,Customer_182,2023-11-25,2027-10-08,East,Sports,9189.82,9,Basic,No
CUST100182,Customer_183,2022-12-06,2026-07-28,South,Fashion,11056.7,8,Basic,No
CUST100183,Customer_184,2023-05-06,2025-02-27,East,Fashion,83701.79,30,Premium,Yes
CUST100184,Customer_185,2023-05-10,2023-11-29,North,Beauty,28663.69,7,Basic,Yes
CUST100185,Customer_186,2023-12-31,2026-11-23,North,Beauty,22219.6,5,Basic,No
CUST100186,Customer_187,2025-04-01,2028-09-22,South,Electronics,17587.73,4,Basic,No
CUST100187,Customer_188,2023-04-01,2026-03-10,East,Sports,109281.71,23,Basic,No
CUST100188,Customer_189,2025-01-20,2027-02-13,East,Sports,3197.92,3,Premium,No
CUST100189,Customer_190,2022-04-15,2026-01-07,South,Sports,5474.93,8,Basic,No
CUST100190,Customer_191,2023-12-20,2026-10-15,East,Home,4878.95,5,Basic,No
CUST100191,Customer_192,2023-03-15,2026-12-07,East,Fashion,16016.7,5,Premium,No
CUST100192,Customer_193,2023-10-13,2026-10-03,North,Beauty,51043.1,17,Basic,No
CUST100193,Customer_194,2023-05-24,2027-03-03,East,Sports,102092.91,29,Standard,No
CUST100194,Customer_195,2022-09-08,2025-01-02,East,Electronics,32548.62,15,Basic,No
CUST100195,Customer_196,2024-08-22,2027-06-30,South,Sports,58815.89,26,Standard,No
CUST100196,Customer_197,2022-02-16,2022-09-30,South,Fashion,79787.37,27,Basic,Yes
CUST100197,Customer_198,2024-05-28,2024-10-28,West,Fashion,6846.02,8,Basic,Yes
CUST100198,Customer_199,2024-10-14,2028-09-22,North,Beauty,28695.97,7,Standard,No
CUST100199,Customer_200,2024-02-14,2025-02-10,East,Home,79098.45,17,Basic,Yes
CUST100200,Customer_201,2024-06-03,2025-10-29,East,Beauty,26916.64,12,Standard,Yes
CUST100201,Customer_202,2022-03-05,2023-07-01,West,Sports,107186.13,28,Basic,Yes
CUST100202,Customer_203,2022-11-16,2026-09-21,East,Electronics,11879.02,4,Standard,No
CUST100203,Customer_204,2024-05-09,2027-03-23,North,Beauty,31240.77,20,Premium,No
CUST100204,Customer_205,2024-02-19,2027-04-16,West,Home,22542.52,28,Basic,No
CUST100205,Customer_206,2022-01-29,2022-05-17,North,Beauty,40163.63,25,Basic,Yes
CUST100206,Customer_207,2023-03-13,2023-04-19,West,Fashion,83774.02,26,Premium,Yes
CUST100207,Customer_208,2024-02-02,2027-01-09,West,Sports,12258.61,18,Standard,No
CUST100208,Customer_209,2024-01-06,2027-06-25,South,Sports,17051.43,4,Basic,No
CUST100209,Customer_210,2024-12-06,2028-05-07,North,Sports,48663.78,10,Standard,No
CUST100210,Customer_211,2023-03-27,2024-07-25,East,Sports,2627.28,3,Basic,Yes
CUST100211,Customer_212,2023-09-25,2024-07-20,East,Sports,41863.66,26,Basic,Yes
CUST100212,Customer_213,2025-01-02,2028-02-07,North,Sports,17701.76,5,Premium,No
CUST100213,Customer_214,2024-12-12,2028-07-04,East,Electronics,49528.34,12,Standard,No
CUST100214,Customer_215,2022-08-21,2023-05-03,East,Home,47310.39,23,Standard,Yes
CUST100215,Customer_216,2022-07-19,2025-05-06,North,Sports,14092.86,5,Basic,No
CUST100216,Customer_217,2023-11-05,2027-08-07,West,Home,22564.59,5,Basic,No
CUST100217,Customer_218,2023-07-03,2024-09-24,North,Sports,8919.17,4,Premium,Yes
CUST100218,Customer_219,2024-07-25,2027-05-25,West,Beauty,26007.67,30,Basic,No
CUST100219,Customer_220,2022-04-07,2022-09-05,East,Sports,124425.59,25,Basic,Yes
CUST100220,Customer_221,2022-02-18,2023-07-08,East,Fashion,7867.57,6,Basic,Yes
CUST100221,Customer_222,2024-06-14,2028-07-08,East,Electronics,7195.18,10,Standard,No
CUST100222,Customer_223,2023-06-06,2025-12-28,South,Beauty,14087.65,6,Basic,No
CUST100223,Customer_224,2022-02-09,2026-02-26,West,Beauty,28257.82,27,Basic,No
CUST100224,Customer_225,2024-07-02,2028-03-06,South,Fashion,107894.61,22,Premium,No
CUST100225,Customer_226,2025-03-22,2028-03-07,South,Sports,48698.59,22,Standard,No
CUST100226,Customer_227,2025-02-03,2028-02-11,North,Electronics,4216.15,1,Basic,No
CUST100227,Customer_228,2023-07-07,2026-06-29,South,Beauty,20715.59,16,Standard,No
CUST100228,Customer_229,2023-11-07,2025-02-25,North,Electronics,12371.33,11,Basic,Yes
CUST100229,Customer_230,2024-02-09,2024-09-18,North,Beauty,20530.91,6,Basic,Yes
CUST100230,Customer_231,2022-07-30,2025-10-02,South,Sports,91837.91,20,Standard,No
CUST100231,Customer_232,2023-03-09,2025-05-26,West,Beauty,18277.45,18,Basic,No
CUST100232,Customer_233,2023-12-08,2026-06-08,West,Beauty,18909.86,6,Basic,No
CUST100233,Customer_234,2023-07-19,2027-07-09,West,Home,14997.87,17,Standard,No
CUST100234,Customer_235,2022-05-27,2026-02-07,West,Sports,49856.8,12,Premium,No
CUST100235,Customer_236,2022-10-09,2025-12-14,West,Fashion,78061.9,17,Standard,No
CUST100236,Customer_237,2024-01-25,2027-08-01,South,Fashion,69921.06,21,Basic,No
CUST100237,Customer_238,2024-12-10,2028-04-07,South,Sports,79145.97,22,Basic,No
CUST100238,Customer_239,2023-05-10,2025-04-10,East,Fashion,13490.35,18,Basic,No
CUST100239,Customer_240,2023-02-13,2024-04-13,West,Sports,8283.97,10,Basic,Yes
CUST100240,Customer_241,2022-09-30,2025-08-08,South,Fashion,31404.42,24,Basic,No
CUST100241,Customer_242,2023-04-03,2023-11-28,East,Home,34644.56,20,Standard,Yes
CUST100242,Customer_243,2025-02-17,2025-05-15,West,Fashion,47032.23,12,Basic,Yes
CUST100243,Customer_244,2022-02-15,2025-05-13,North,Beauty,9837.73,4,Basic,No
CUST100244,Customer_245,2022-11-07,2023-03-29,East,Sports,8521.24,10,Standard,Yes
CUST100245,Customer_246,2023-07-16,2024-12-11,South,Electronics,130107.08,30,Basic,Yes
CUST100246,Customer_247,2022-11-27,2023-03-07,North,Electronics,24861.1,5,Premium,Yes
CUST100247,Customer_248,2022-01-11,2025-04-07,North,Sports,66238.08,26,Basic,No
CUST100248,Customer_249,2024-06-26,2026-03-31,North,Home,11211.75,4,Premium,Yes
CUST100249,Customer_250,2024-12-07,2025-02-19,East,Fashion,23038.9,27,Premium,Yes
CUST100250,Customer_251,2022-01-08,2025-09-24,South,Home,66707.35,30,Premium,No
CUST100251,Customer_252,2024-09-10,2028-05-06,North,Electronics,34769.91,16,Basic,No
CUST100252,Customer_253,2023-07-20,2027-08-12,West,Sports,24230.31,5,Premium,No
CUST100253,Customer_254,2022-09-30,2026-09-10,North,Sports,90270.49,26,Basic,No
CUST100254,Customer_255,2024-07-29,2027-12-22,North,Home,76376.66,19,Basic,No
CUST100255,Customer_256,2024-06-19,2028-07-13,East,Home,25859.86,24,Basic,No
CUST100256,Customer_257,2022-05-11,2024-10-30,East,Fashion,14257.03,6,Basic,No
CUST100257,Customer_258,2023-12-25,2027-03-14,South,Beauty,32687.7,24,Basic,No
CUST100258,Customer_259,2023-09-26,2024-06-21,West,Beauty,91787.86,21,Basic,Yes
CUST100259,Customer_260,2022-04-24,2026-05-11,East,Fashion,8299.73,7,Basic,No
CUST100260,Customer_261,2023-06-16,2026-12-08,North,Beauty,24749.2,10,Standard,No
CUST100261,Customer_262,2024-11-10,2027-12-27,South,Electronics,5189.98,7,Basic,No
CUST100262,Customer_263,2022-02-02,2022-11-05,North,Beauty,73795.14,22,Standard,Yes
CUST100263,Customer_264,2022-05-13,2023-09-08,North,Fashion,37361.26,14,Premium,Yes
CUST100264,Customer_265,2024-07-08,2026-11-08,East,Beauty,76743.81,28,Basic,No
CUST100265,Customer_266,2024-09-01,2026-05-15,South,Sports,9572.85,10,Standard,Yes
CUST100266,Customer_267,2022-01-26,2025-06-28,West,Home,84387.46,30,Premium,No
CUST100267,Customer_268,2023-08-24,2025-07-02,West,Electronics,88073.75,29,Basic,Yes
CUST100268,Customer_269,2025-01-20,2026-05-30,East,Sports,96655.61,20,Basic,Yes
CUST100269,Customer_270,2023-06-29,2026-01-08,East,Sports,14289.05,22,Premium,No
CUST100270,Customer_271,2022-01-18,2024-08-16,South,Fashion,116305.28,25,Premium,No
CUST100271,Customer_272,2024-07-22,2028-06-13,West,Home,29238.44,11,Standard,No
CUST100272,Customer_273,2022-10-16,2024-05-25,West,Home,20237.22,14,Basic,Yes
CUST100273,Customer_274,2024-11-16,2028-08-30,West,Electronics,41939.49,12,Premium,No
CUST100274,Customer_275,2024-03-27,2027-09-01,North,Fashion,11306.94,4,Basic,No
CUST100275,Customer_276,2022-04-18,2025-06-17,West,Electronics,19765.17,13,Basic,No
CUST100276,Customer_277,2024-08-30,2027-12-04,North,Beauty,73055.86,22,Basic,No
CUST100277,Customer_278,2024-08-05,2027-10-01,South,Sports,57852.97,22,Basic,No
CUST100278,Customer_279,2024-01-08,2027-05-26,North,Electronics,104416.41,29,Standard,No
CUST100279,Customer_280,2022-11-20,2026-03-02,South,Sports,10802.54,3,Premium,No
CUST100280,Customer_281,2024-05-16,2028-04-26,West,Fashion,34159.7,13,Standard,No
CUST100281,Customer_282,2024-01-05,2027-11-13,West,Beauty,45171.66,20,Basic,No
CUST100282,Customer_283,2024-03-03,2024-10-11,South,Fashion,14907.38,19,Standard,Yes
CUST100283,Customer_284,2025-02-01,2025-08-03,East,Beauty,40834.65,15,Standard,Yes
CUST100284,Customer_285,2022-10-16,2025-12-24,South,Beauty,30286.33,19,Basic,No
CUST100285,Customer_286,2024-11-26,2028-05-15,East,Sports,19229.95,26,Premium,No
CUST100286,Customer_287,2024-06-10,2024-07-24,North,Fashion,55627.91,28,Premium,Yes
CUST100287,Customer_288,2022-02-12,2023-06-06,North,Fashion,17872.21,20,Standard,Yes
CUST100288,Customer_289,2025-02-23,2028-12-16,North,Electronics,90156.31,29,Basic,No
CUST100289,Customer_290,2022-01-09,2022-04-27,West,Fashion,11066.04,4,Standard,Yes
CUST100290,Customer_291,2025-02-28,2027-02-08,North,Electronics,24395.58,6,Premium,No
CUST100291,Customer_292,2022-07-03,2025-12-23,East,Home,49426.18,29,Basic,No
CUST100292,Customer_293,2024-06-13,2025-03-08,North,Home,32578.21,15,Premium,Yes
CUST100293,Customer_294,2024-12-12,2027-05-27,South,Home,14401.11,4,Basic,No
CUST100294,Customer_295,2024-05-19,2026-09-26,South,Fashion,29809.5,6,Standard,No
CUST100295,Customer_296,2023-06-17,2026-09-27,West,Fashion,9137.53,2,Standard,No
CUST100296,Customer_297,2024-09-26,2027-02-14,South,Electronics,11374.85,4,Standard,No
CUST100297,Customer_298,2023-10-25,2024-04-06,East,Beauty,63913.73,18,Premium,Yes
CUST100298,Customer_299,2024-08-11,2025-04-23,North,Electronics,43404.76,15,Basic,Yes
CUST100299,Customer_300,2022-03-10,2024-11-02,West,Home,29479.5,12,Basic,No
CUST100300,Customer_301,2022-10-28,2024-10-28,North,Electronics,25682.72,8,Standard,No
